0;0;0;0;land;false;unknown;0
1;223;96;197;land;false;plains;1
2;174;134;201;land;false;plains;1
3;174;209;122;land;false;mountain;1
4;164;173;241;land;false;plains;1
5;157;189;251;land;false;mountain;1
6;208;177;157;land;true;mountain;1
7;192;186;158;land;false;jungle;1
8;204;207;117;land;true;jungle;1
9;167;191;151;land;false;desert;1
10;227;213;176;land;false;jungle;1
11;224;204;219;land;false;forest;1
12;131;229;197;land;false;forest;1
13;140;169;218;land;true;hills;1
14;205;233;117;land;false;mountain;1
15;188;203;187;land;false;forest;1
16;249;192;211;land;false;forest;1
17;160;232;243;land;false;forest;1
18;232;67;240;land;false;mountain;1
19;223;226;228;land;false;marsh;1
20;193;167;154;land;false;forest;1
21;166;166;216;land;false;mountain;1
22;228;148;178;land;false;mountain;1
23;231;201;183;land;false;mountain;1
24;211;110;207;land;false;mountain;1
25;130;195;196;land;false;hills;1
26;154;188;195;land;false;hills;1
27;244;132;248;land;false;plains;1
28;194;241;196;land;false;desert;1
29;185;234;251;land;false;jungle;1
30;240;94;253;land;false;mountain;1
31;152;156;251;land;false;forest;1
32;238;235;169;land;false;plains;1
33;108;209;184;land;false;jungle;1
34;253;186;239;land;true;plains;1
35;161;170;221;land;true;plains;1
36;117;236;204;land;false;plains;1
37;240;205;224;land;false;desert;1
38;235;210;244;land;false;plains;1
39;46;236;231;land;true;plains;1
40;134;201;233;land;false;mountain;1
41;167;114;233;land;false;mountain;1
42;191;128;251;land;true;jungle;1
43;203;213;89;land;false;mountain;1
44;153;196;179;land;false;mountain;1
45;139;171;210;land;false;forest;1
46;164;152;187;land;false;mountain;1
47;252;86;215;land;false;desert;1
48;235;195;193;land;false;plains;1
49;86;246;200;land;false;plains;1
50;104;235;201;land;false;mountain;1
51;132;223;231;land;false;mountain;1
52;225;148;243;land;false;jungle;1
53;192;128;247;land;false;hills;1
54;187;91;225;land;false;mountain;1
55;184;178;158;land;false;plains;1
56;100;238;243;land;false;plains;1
57;199;160;253;land;true;forest;1
58;210;148;174;land;false;mountain;1
59;200;234;166;land;false;plains;1
60;157;190;252;land;true;plains;1
61;153;241;169;land;false;mountain;1
62;207;103;233;land;false;plains;1
63;234;152;136;land;false;plains;1
64;129;245;228;land;true;mountain;1
65;130;166;243;land;false;desert;1
66;210;228;79;land;false;desert;1
67;37;220;245;land;false;plains;1
68;116;214;202;land;false;mountain;1
69;244;250;190;land;true;plains;1
70;242;114;151;land;false;desert;1
71;145;241;162;land;false;mountain;1
72;185;113;236;land;false;mountain;1
73;250;190;195;land;false;desert;1
74;159;151;246;land;false;plains;1
75;232;182;98;land;false;hills;1
76;110;210;184;land;false;mountain;1
77;165;203;183;land;false;mountain;1
78;121;156;225;land;false;plains;1
79;253;63;225;land;false;mountain;1
80;235;206;71;land;false;mountain;1
81;158;244;171;land;false;plains;1
82;58;249;235;land;false;hills;1
83;121;216;219;land;false;plains;1
84;163;193;146;land;false;plains;1
85;231;195;203;land;true;plains;1
86;100;177;234;land;false;hills;1
87;252;240;70;land;false;forest;1
88;175;217;249;land;false;plains;1
89;236;212;77;land;false;hills;1
90;164;249;107;land;false;plains;1
91;94;233;192;land;false;jungle;1
92;243;130;169;land;false;jungle;1
93;240;125;151;land;false;marsh;1
94;101;234;172;land;false;jungle;1
95;108;177;229;land;false;forest;1
96;233;234;62;land;false;forest;1
97;176;178;208;land;false;plains;1
98;240;173;112;land;false;desert;1
99;227;164;176;land;false;mountain;1
100;216;145;250;land;false;mountain;1
101;217;198;167;land;false;plains;1
102;224;248;150;land;false;plains;1
103;167;250;167;land;false;plains;1
104;165;156;209;land;false;hills;1
105;144;196;172;land;false;plains;1
106;220;220;74;land;false;forest;1
107;205;165;187;land;false;mountain;1
108;147;216;164;land;true;plains;1
109;253;177;195;land;false;plains;1
110;135;243;176;land;true;plains;1
111;129;218;234;land;false;mountain;1
112;213;211;173;land;false;forest;1
113;196;252;99;land;false;marsh;1
114;88;230;195;land;false;plains;1
115;92;231;191;land;false;desert;1
116;171;124;249;land;false;forest;1
117;237;140;161;land;false;hills;1
118;184;135;204;land;false;plains;1
119;192;174;235;land;false;plains;1
120;243;252;240;land;true;plains;1
121;195;170;217;land;false;plains;1
122;242;225;168;land;false;forest;1
123;20;247;240;land;true;plains;1
124;218;240;219;land;false;mountain;1
125;195;171;184;land;false;hills;1
126;186;226;102;land;true;plains;1
127;221;251;155;land;false;mountain;1
128;210;226;74;land;false;mountain;1
129;164;160;218;land;false;jungle;1
130;231;183;136;land;false;plains;1
131;111;167;245;land;false;plains;1
132;212;215;95;land;false;desert;1
133;201;248;204;land;false;hills;1
134;215;238;152;land;false;plains;1
135;230;182;198;land;false;mountain;1
136;158;214;239;land;true;plains;1
137;159;240;246;land;false;mountain;1
138;167;217;168;land;false;mountain;1
139;176;215;207;land;false;hills;1
140;131;203;248;land;true;plains;1
141;243;196;249;land;false;mountain;1
142;249;244;29;land;false;desert;1
143;181;163;242;land;false;mountain;1
144;137;246;177;land;false;mountain;1
145;232;243;135;land;false;plains;1
146;175;224;139;land;false;plains;1
147;224;223;243;land;true;plains;1
148;149;246;219;land;false;mountain;1
149;194;172;188;land;false;desert;1
150;195;248;160;land;false;mountain;1
151;188;208;243;land;false;plains;1
152;193;250;89;land;false;hills;1
153;223;197;196;land;false;mountain;1
154;223;194;210;land;false;mountain;1
155;213;217;108;land;true;plains;1
156;145;231;133;land;false;plains;1
157;133;245;230;land;false;desert;1
158;165;213;143;land;false;forest;1
159;179;235;91;land;false;mountain;1
160;113;206;227;land;false;mountain;1
161;151;184;220;land;false;plains;1
162;109;248;184;land;false;jungle;1
163;103;252;236;land;false;desert;1
164;183;181;207;land;false;mountain;1
165;70;223;230;land;false;mountain;1
166;202;202;172;land;false;mountain;1
167;242;252;26;land;false;mountain;1
168;157;236;139;land;false;hills;1
169;130;159;253;land;false;plains;1
170;159;233;170;land;false;jungle;1
171;193;172;192;land;false;forest;1
172;243;169;222;land;false;jungle;1
173;135;206;165;land;false;mountain;1
174;238;136;249;land;false;jungle;1
175;120;223;206;land;true;plains;1
176;229;145;215;land;false;mountain;1
177;179;191;147;land;false;plains;1
178;140;135;235;land;false;plains;1
179;215;175;112;land;false;desert;1
180;53;237;235;land;false;plains;1
181;163;206;181;land;false;forest;1
182;43;248;222;land;false;mountain;1
183;238;228;111;land;false;forest;1
184;227;227;104;land;false;plains;1
185;202;247;91;land;false;forest;1
186;112;165;252;land;false;marsh;1
187;217;186;159;land;false;forest;1
188;199;191;203;land;false;plains;1
189;90;217;207;land;true;plains;1
190;237;200;234;land;false;forest;1
191;45;234;232;land;false;jungle;1
192;44;229;232;land;false;mountain;1
193;161;236;202;land;false;plains;1
194;136;142;254;land;false;jungle;1
195;236;245;134;land;false;jungle;1
196;246;135;232;land;false;forest;1
197;121;253;216;land;false;jungle;1
198;237;92;226;land;false;mountain;1
199;187;174;207;land;false;plains;1
200;86;247;176;land;false;plains;1
